,날짜,도매가격품명,지명,시도명,관측지점명,면적,생산량,SPI1,SPI3,EDI,일반유가,면세유가,수입중량(30일전),도매가격날짜,도매가격
474,2014-04-20,봄,예산군,충남,서산시,90,364326,-1.44,-1.52,-1.88,1691.11,1096.2428170444389,0.0,2014-06-19,4000.0
475,2014-04-21,봄,예산군,충남,서산시,90,364326,-1.51,-1.54,-1.99,1690.49,1095.6791806808026,0.0,2014-06-20,4500.0
476,2014-04-22,봄,예산군,충남,서산시,90,364326,-1.57,-1.59,-2.1,1690.62,1095.7973624989845,0.0,2014-06-21,4500.0
477,2014-04-23,봄,예산군,충남,서산시,90,364326,-1.7,-1.62,-2.18,1690.15,1095.370089771712,0.0,2014-06-22,4500.0
478,2014-04-24,봄,예산군,충남,서산시,90,364326,-1.65,-1.62,-2.13,1689.96,1095.1973624989846,0.0,2014-06-23,4500.0
479,2014-04-25,봄,예산군,충남,서산시,90,364326,-1.9,-1.61,-2.12,1689.9,1095.1428170444392,0.0,2014-06-24,4500.0
480,2014-04-26,봄,예산군,충남,서산시,90,364326,-2.17,-1.65,-2.08,1690.14,1095.360998862621,0.0,2014-06-25,4500.0
481,2014-04-27,봄,예산군,충남,서산시,90,364326,-2.35,-1.79,-2.13,1689.72,1094.9791806808028,0.0,2014-06-26,5000.0
482,2014-04-28,봄,예산군,충남,서산시,90,364326,-0.98,-1.27,-1.47,1689.64,1094.9064534080755,0.0,2014-06-27,5000.0
483,2014-04-29,봄,예산군,충남,서산시,90,364326,-0.02,-0.5,-0.6,1689.9,1095.1428170444392,0.0,2014-06-28,5000.0
484,2014-04-30,봄,예산군,충남,서산시,90,364326,0.26,-0.27,0.22,1689.68,1094.9428170444392,0.0,2014-06-29,5000.0
485,2014-05-01,봄,예산군,충남,서산시,90,364326,0.2,-0.39,-0.09,1689.04,1094.3609988626208,0.0,2014-06-30,6000.0
486,2014-05-02,봄,예산군,충남,서산시,90,364326,0.22,-0.43,-0.27,1689.31,1094.6064534080754,24000.0,2014-07-01,6000.0
487,2014-05-03,봄,예산군,충남,서산시,90,364326,0.24,-0.6,-0.32,1689.14,1094.45190795353,24000.0,2014-07-02,6000.0
488,2014-05-04,봄,예산군,충남,서산시,90,364326,0.19,-0.68,-0.48,1688.7,1094.05190795353,24000.0,2014-07-03,6000.0
489,2014-05-05,봄,예산군,충남,서산시,90,364326,0.19,-0.68,-0.53,1688.81,1094.15190795353,24000.0,2014-07-04,6000.0
490,2014-05-06,봄,예산군,충남,서산시,90,364326,0.21,-0.7,-0.6,1688.93,1094.260998862621,24000.0,2014-07-05,6000.0
491,2014-05-07,봄,예산군,충남,서산시,90,364326,0.12,-0.77,-0.75,1688.81,1094.15190795353,24000.0,2014-07-06,6000.0
492,2014-05-08,봄,예산군,충남,서산시,90,364326,0.16,-0.77,-0.78,1688.73,1094.079180680803,24000.0,2014-07-07,6000.0
493,2014-05-09,봄,예산군,충남,서산시,90,364326,0.19,-0.73,-0.77,1688.52,1093.8882715898935,24000.0,2014-07-08,6000.0
494,2014-05-10,봄,예산군,충남,서산시,90,364326,0.21,-0.81,-0.84,1687.99,1093.406453408075,24000.0,2014-07-09,6000.0
495,2014-05-11,봄,예산군,충남,서산시,90,364326,0.21,-0.84,-0.93,1687.86,1093.2882715898934,24000.0,2014-07-10,6000.0
496,2014-05-12,봄,예산군,충남,서산시,90,364326,0.62,-0.39,-0.06,1687.63,1093.079180680803,24000.0,2014-07-11,6000.0
497,2014-05-13,봄,예산군,충남,서산시,90,364326,0.74,-0.32,-0.1,1687.27,1092.75190795353,24000.0,2014-07-12,6000.0
498,2014-05-14,봄,예산군,충남,서산시,90,364326,0.63,-0.39,-0.38,1686.74,1092.2700897717118,24000.0,2014-07-13,6000.0
499,2014-05-15,봄,예산군,충남,서산시,90,364326,0.58,-0.38,-0.45,1686.0,1091.5973624989845,24000.0,2014-07-14,5500.0
500,2014-05-16,봄,예산군,충남,서산시,90,364326,0.58,-0.39,-0.51,1685.81,1091.4246352262571,24000.0,2014-07-15,5500.0
501,2014-05-17,봄,예산군,충남,서산시,90,364326,0.56,-0.43,-0.66,1685.67,1091.2973624989845,24000.0,2014-07-16,5500.0
502,2014-05-18,봄,예산군,충남,서산시,90,364326,0.47,-0.42,-0.77,1685.47,1091.1155443171665,24000.0,2014-07-17,5500.0
503,2014-05-19,봄,예산군,충남,서산시,90,364326,0.4,-0.49,-0.9,1685.27,1090.933726135348,24000.0,2014-07-18,6000.0
504,2014-05-20,봄,예산군,충남,서산시,90,364326,0.4,-0.51,-0.94,1684.89,1090.5882715898936,24000.0,2014-07-19,6000.0
505,2014-05-21,봄,예산군,충남,서산시,90,364326,0.44,-0.53,-1.02,1684.64,1090.360998862621,24000.0,2014-07-20,6000.0
506,2014-05-22,봄,예산군,충남,서산시,90,364326,0.45,-0.54,-1.07,1684.48,1090.2155443171664,24000.0,2014-07-21,6000.0
507,2014-05-23,봄,예산군,충남,서산시,90,364326,0.46,-0.57,-1.17,1684.56,1090.2882715898936,24000.0,2014-07-22,7000.0
508,2014-05-24,봄,예산군,충남,서산시,90,364326,0.52,-0.55,-1.14,1684.28,1090.0337261353482,24000.0,2014-07-23,7000.0
509,2014-05-25,봄,예산군,충남,서산시,90,364326,0.53,-0.58,-1.24,1684.01,1089.7882715898936,24000.0,2014-07-24,7000.0
510,2014-05-26,여름,평창군,강원,평창군,1542,183287,0.51,-0.36,-0.93,1690.57,1091.6510715736451,24000.0,2014-07-25,8000.0
511,2014-05-27,여름,평창군,강원,평창군,1542,183287,0.53,-0.33,-0.89,1689.93,1091.0692533918273,24000.0,2014-07-26,8000.0
512,2014-05-28,여름,평창군,강원,평창군,1542,183287,0.56,-0.34,-0.93,1689.62,1090.7874352100089,24000.0,2014-07-27,8000.0
513,2014-05-29,여름,평창군,강원,평창군,1542,183287,0.16,-0.34,-0.94,1689.33,1090.5237988463723,24000.0,2014-07-28,8000.0
514,2014-05-30,여름,평창군,강원,평창군,1542,183287,-1.45,-0.3,-0.94,1689.14,1090.3510715736454,24000.0,2014-07-29,8000.0
515,2014-05-31,여름,평창군,강원,평창군,1542,183287,-1.4,-0.3,-0.95,1688.96,1090.187435210009,24000.0,2014-07-30,8000.0
516,2014-06-01,여름,평창군,강원,평창군,1542,183287,-1.31,-0.33,-0.97,1688.75,1089.9965261190998,24000.0,2014-07-31,8000.0
517,2014-06-02,여름,평창군,강원,평창군,1542,183287,-1.34,-0.3,-1.0,1688.27,1089.560162482736,0.0,2014-08-01,8000.0
518,2014-06-03,여름,평창군,강원,평창군,1542,183287,-1.32,-0.29,-1.01,1687.62,1088.9692533918271,0.0,2014-08-02,8000.0
519,2014-06-04,여름,평창군,강원,평창군,1542,183287,-0.89,-0.14,-0.77,1687.23,1088.6147079372818,0.0,2014-08-03,8000.0
520,2014-06-05,여름,평창군,강원,평창군,1542,183287,-0.8,-0.09,-0.76,1687.22,1088.6056170281909,0.0,2014-08-04,8000.0
521,2014-06-06,여름,평창군,강원,평창군,1542,183287,-0.45,0.04,-0.57,1686.11,1087.5965261190995,0.0,2014-08-05,8000.0
522,2014-06-07,여름,평창군,강원,평창군,1542,183287,-0.37,0.03,-0.64,1686.39,1087.8510715736454,0.0,2014-08-06,8000.0
523,2014-06-08,여름,평창군,강원,평창군,1542,183287,-0.7,0.0,-0.71,1685.94,1087.4419806645544,0.0,2014-08-07,8000.0
524,2014-06-09,여름,평창군,강원,평창군,1542,183287,-0.74,-0.05,-0.76,1686.27,1087.7419806645544,0.0,2014-08-08,8000.0
525,2014-06-10,여름,평창군,강원,평창군,1542,183287,-0.64,-0.03,-0.73,1685.57,1087.1056170281906,0.0,2014-08-09,8000.0
526,2014-06-11,여름,평창군,강원,평창군,1542,183287,-0.69,-0.09,-0.74,1684.19,1085.8510715736454,0.0,2014-08-10,8000.0
527,2014-06-12,여름,평창군,강원,평창군,1542,183287,-0.79,-0.25,-0.77,1683.15,1084.9056170281908,0.0,2014-08-11,8000.0
528,2014-06-13,여름,평창군,강원,평창군,1542,183287,-0.72,-0.28,-0.82,1683.13,1084.887435210009,0.0,2014-08-12,7000.0
529,2014-06-14,여름,평창군,강원,평창군,1542,183287,-0.54,-0.24,-0.78,1682.07,1083.9237988463726,0.0,2014-08-13,7000.0
530,2014-06-15,여름,평창군,강원,평창군,1542,183287,-0.54,-0.23,-0.8,1681.93,1083.7965261191,0.0,2014-08-14,7000.0
531,2014-06-16,여름,평창군,강원,평창군,1542,183287,-0.46,-0.23,-0.82,1681.74,1083.623798846373,0.0,2014-08-15,7000.0
532,2014-06-17,여름,평창군,강원,평창군,1542,183287,-0.46,-0.25,-0.87,1681.34,1083.2601624827362,0.0,2014-08-16,7000.0
533,2014-06-18,여름,평창군,강원,평창군,1542,183287,-0.48,-0.31,-0.93,1681.08,1083.0237988463723,0.0,2014-08-17,7000.0
534,2014-06-19,여름,평창군,강원,평창군,1542,183287,-0.42,-0.39,-0.96,1680.99,1082.9419806645544,0.0,2014-08-18,7000.0
535,2014-06-20,여름,평창군,강원,평창군,1542,183287,-0.58,-0.49,-1.15,1680.76,1082.7328897554637,0.0,2014-08-19,7000.0
536,2014-06-21,여름,평창군,강원,평창군,1542,183287,-0.72,-0.57,-1.22,1679.99,1082.0328897554634,0.0,2014-08-20,8000.0
537,2014-06-22,여름,평창군,강원,평창군,1542,183287,-0.7,-0.53,-1.19,1679.98,1082.0237988463723,0.0,2014-08-21,8000.0
538,2014-06-23,여름,평창군,강원,평창군,1542,183287,-0.65,-0.52,-1.23,1679.89,1081.9419806645544,0.0,2014-08-22,8000.0
539,2014-06-24,여름,평창군,강원,평창군,1542,183287,-0.45,-0.46,-1.12,1680.18,1082.2056170281908,0.0,2014-08-23,8000.0
540,2014-06-25,여름,평창군,강원,평창군,1542,183287,-0.34,-0.47,-1.07,1679.96,1082.0056170281907,0.0,2014-08-24,8000.0
541,2014-06-26,여름,평창군,강원,평창군,1542,183287,-0.44,-0.51,-1.11,1679.87,1081.9237988463724,0.0,2014-08-25,8000.0
542,2014-06-27,여름,평창군,강원,평창군,1542,183287,-0.52,-0.56,-1.2,1679.73,1081.7965261190998,0.0,2014-08-26,8000.0
543,2014-06-28,여름,평창군,강원,평창군,1542,183287,-0.66,-0.62,-1.23,1679.33,1081.4328897554635,0.0,2014-08-27,8000.0
544,2014-06-29,여름,평창군,강원,평창군,1542,183287,-0.68,-0.66,-1.26,1679.18,1081.2965261191,0.0,2014-08-28,8000.0
545,2014-06-30,여름,평창군,강원,평창군,1542,183287,-0.75,-0.7,-1.32,1679.23,1081.3419806645545,0.0,2014-08-29,8000.0
546,2014-07-01,여름,평창군,강원,평창군,1542,183287,-0.81,-0.79,-1.35,1679.46,1081.5510715736452,0.0,2014-08-30,8000.0
547,2014-07-02,여름,평창군,강원,평창군,1542,183287,-0.94,-0.86,-1.38,1679.4,1081.4965261190998,0.0,2014-08-31,8000.0
548,2014-07-03,여름,평창군,강원,평창군,1542,183287,-0.98,-1.02,-1.45,1678.8,1080.951071573645,0.0,2014-09-01,9000.0
549,2014-07-04,여름,평창군,강원,평창군,1542,183287,-0.91,-0.87,-1.18,1678.83,1080.978344300918,0.0,2014-09-02,9000.0
550,2014-07-05,여름,평창군,강원,평창군,1542,183287,-1.03,-0.98,-1.33,1678.71,1080.8692533918272,0.0,2014-09-03,10000.0
551,2014-07-06,여름,평창군,강원,평창군,1542,183287,-1.25,-0.98,-1.4,1678.53,1080.7056170281908,0.0,2014-09-04,12000.0
552,2014-07-07,여름,평창군,강원,평창군,1542,183287,-1.3,-1.02,-1.39,1678.43,1080.6147079372818,0.0,2014-09-05,10000.0
553,2014-07-08,여름,평창군,강원,평창군,1542,183287,-1.27,-1.05,-1.44,1678.07,1080.2874352100089,0.0,2014-09-06,10000.0
554,2014-07-09,여름,평창군,강원,평창군,1542,183287,-1.28,-1.06,-1.48,1677.61,1079.869253391827,0.0,2014-09-07,10000.0
555,2014-07-10,여름,평창군,강원,평창군,1542,183287,-1.34,-1.08,-1.56,1677.36,1079.6419806645542,0.0,2014-09-08,10000.0
556,2014-07-11,여름,평창군,강원,평창군,1542,183287,-1.46,-1.13,-1.73,1677.07,1079.378344300918,0.0,2014-09-09,10000.0
557,2014-07-12,여름,평창군,강원,평창군,1542,183287,-1.62,-1.18,-1.75,1676.35,1078.7237988463726,0.0,2014-09-10,10000.0
558,2014-07-13,여름,평창군,강원,평창군,1542,183287,-1.7,-1.2,-1.73,1676.23,1078.6147079372818,0.0,2014-09-11,8000.0
559,2014-07-14,여름,평창군,강원,평창군,1542,183287,-1.72,-1.2,-1.66,1676.15,1078.5419806645546,0.0,2014-09-12,8000.0
560,2014-07-15,여름,평창군,강원,평창군,1542,183287,-1.68,-1.23,-1.69,1675.51,1077.9601624827362,0.0,2014-09-13,8000.0
561,2014-07-16,여름,평창군,강원,평창군,1542,183287,-1.94,-1.33,-1.73,1675.49,1077.9419806645544,0.0,2014-09-14,8000.0
562,2014-07-17,여름,평창군,강원,평창군,1542,183287,-2.1,-1.43,-1.64,1675.18,1077.6601624827365,0.0,2014-09-15,8000.0
563,2014-07-18,여름,평창군,강원,평창군,1542,183287,-2.34,-1.45,-1.61,1675.01,1077.5056170281907,0.0,2014-09-16,8000.0
564,2014-07-19,여름,평창군,강원,평창군,1542,183287,-2.41,-1.43,-1.49,1674.31,1076.869253391827,0.0,2014-09-17,8000.0
565,2014-07-20,여름,평창군,강원,평창군,1542,183287,-2.31,-1.49,-1.59,1674.04,1076.6237988463724,0.0,2014-09-18,8000.0
566,2014-07-21,여름,평창군,강원,평창군,1542,183287,-2.14,-1.5,-1.63,1674.06,1076.6419806645542,0.0,2014-09-19,8000.0
567,2014-07-22,여름,평창군,강원,평창군,1542,183287,-2.22,-1.46,-1.65,1673.1,1075.769253391827,0.0,2014-09-20,8000.0
568,2014-07-23,여름,평창군,강원,평창군,1542,183287,-2.01,-1.51,-1.71,1672.79,1075.487435210009,0.0,2014-09-21,8000.0
569,2014-07-24,여름,평창군,강원,평창군,1542,183287,-1.92,-1.49,-1.66,1672.71,1075.4147079372815,0.0,2014-09-22,7000.0
570,2014-07-25,여름,평창군,강원,평창군,1542,183287,-2.11,-1.66,-1.72,1672.53,1075.2510715736453,0.0,2014-09-23,7000.0
571,2014-07-26,여름,평창군,강원,평창군,1542,183287,-2.74,-1.55,-1.63,1672.05,1074.8147079372816,0.0,2014-09-24,7000.0
572,2014-07-27,여름,평창군,강원,평창군,1542,183287,-2.4,-1.51,-1.52,1672.03,1074.7965261190998,0.0,2014-09-25,7000.0
573,2014-07-28,여름,평창군,강원,평창군,1542,183287,-3.09,-1.83,-1.5,1671.48,1074.2965261190998,0.0,2014-09-26,7000.0
574,2014-07-29,여름,평창군,강원,평창군,1542,183287,-3.09,-3.09,-1.46,1671.14,1073.987435210009,0.0,2014-09-27,7000.0
575,2014-07-30,여름,평창군,강원,평창군,1542,183287,-3.09,-3.06,-1.49,1670.48,1073.387435210009,0.0,2014-09-28,7000.0
576,2014-07-31,여름,평창군,강원,평창군,1542,183287,-2.98,-2.92,-1.54,1670.06,1073.0056170281907,0.0,2014-09-29,6000.0
577,2014-08-01,여름,평창군,강원,평창군,1542,183287,-0.97,-1.92,-1.1,1668.05,1071.178344300918,0.0,2014-09-30,6000.0
578,2014-08-02,여름,평창군,강원,평창군,1542,183287,-1.0,-2.04,-1.25,1667.44,1070.623798846373,24000.0,2014-10-01,6000.0
579,2014-08-03,여름,평창군,강원,평창군,1542,183287,-1.4,-2.05,-1.3,1666.81,1070.0510715736452,24000.0,2014-10-02,6000.0
580,2014-08-04,여름,평창군,강원,평창군,1542,183287,-1.12,-1.85,-1.18,1666.34,1069.6237988463724,24000.0,2014-10-03,6000.0
581,2014-08-05,여름,평창군,강원,평창군,1542,183287,-1.08,-1.82,-1.24,1665.6,1068.951071573645,24000.0,2014-10-04,6000.0
582,2014-08-06,여름,평창군,강원,평창군,1542,183287,-0.93,-1.86,-1.27,1664.3,1067.769253391827,24000.0,2014-10-05,6000.0
583,2014-08-07,여름,평창군,강원,평창군,1542,183287,-0.59,-1.75,-1.13,1663.58,1067.1147079372815,24000.0,2014-10-06,5000.0
584,2014-08-08,여름,평창군,강원,평창군,1542,183287,-0.56,-1.87,-1.12,1662.9,1066.4965261190998,24000.0,2014-10-07,4000.0
585,2014-08-09,여름,평창군,강원,평창군,1542,183287,-0.53,-2.22,-1.16,1664.5,1067.951071573645,24000.0,2014-10-08,4000.0
586,2014-08-10,여름,평창군,강원,평창군,1542,183287,-0.3,-1.83,-1.03,1664.1,1067.5874352100088,24000.0,2014-10-09,4000.0
587,2014-08-11,여름,평창군,강원,평창군,1542,183287,0.39,-0.68,-0.29,1661.3,1065.0419806645543,24000.0,2014-10-10,4000.0
588,2014-08-12,여름,평창군,강원,평창군,1542,183287,0.44,-0.63,-0.43,1663.1,1066.6783443009178,24000.0,2014-10-11,4000.0
589,2014-08-13,여름,평창군,강원,평창군,1542,183287,0.45,-0.64,-0.52,1661.39,1065.123798846373,24000.0,2014-10-12,4000.0
590,2014-08-14,여름,평창군,강원,평창군,1542,183287,0.48,-0.67,-0.56,1660.42,1064.2419806645544,24000.0,2014-10-13,4000.0
591,2014-08-15,여름,평창군,강원,평창군,1542,183287,0.55,-0.67,-0.58,1659.71,1063.5965261191,24000.0,2014-10-14,4000.0
592,2014-08-16,여름,평창군,강원,평창군,1542,183287,0.58,-0.71,-0.65,1658.25,1062.269253391827,24000.0,2014-10-15,4000.0
593,2014-08-17,여름,평창군,강원,평창군,1542,183287,0.59,-0.73,-0.7,1657.88,1061.9328897554635,24000.0,2014-10-16,4000.0
594,2014-08-18,여름,평창군,강원,평창군,1542,183287,0.63,-0.68,-0.71,1657.25,1061.3601624827363,24000.0,2014-10-17,4000.0
595,2014-08-19,여름,평창군,강원,평창군,1542,183287,0.71,-0.51,-0.53,1655.66,1059.9147079372815,24000.0,2014-10-18,4000.0
596,2014-08-20,여름,평창군,강원,평창군,1542,183287,0.72,-0.43,-0.49,1655.02,1059.3328897554634,24000.0,2014-10-19,4000.0
597,2014-08-21,여름,평창군,강원,평창군,1542,183287,0.7,-0.48,-0.59,1653.88,1058.2965261191,24000.0,2014-10-20,4000.0
598,2014-08-22,여름,평창군,강원,평창군,1542,183287,0.77,-0.42,-0.56,1652.93,1057.4328897554635,24000.0,2014-10-21,4000.0
599,2014-08-23,여름,평창군,강원,평창군,1542,183287,0.75,-0.42,-0.61,1651.99,1056.578344300918,24000.0,2014-10-22,4000.0
600,2014-08-24,여름,평창군,강원,평창군,1542,183287,0.7,-0.45,-0.66,1651.7,1056.3147079372818,24000.0,2014-10-23,4000.0
601,2014-08-25,여름,평창군,강원,평창군,1542,183287,0.68,-0.5,-0.7,1649.75,1054.5419806645543,24000.0,2014-10-24,4000.0
602,2014-08-26,여름,평창군,강원,평창군,1542,183287,0.68,-0.55,-0.74,1648.57,1053.4692533918271,24000.0,2014-10-25,4000.0
603,2014-08-27,여름,평창군,강원,평창군,1542,183287,0.81,-0.5,-0.69,1646.95,1051.9965261190998,24000.0,2014-10-26,4000.0
604,2014-08-28,여름,평창군,강원,평창군,1542,183287,0.75,-0.6,-0.85,1646.07,1051.1965261191,24000.0,2014-10-27,4000.0
605,2014-08-29,여름,평창군,강원,평창군,1542,183287,0.74,-0.66,-0.93,1644.69,1049.9419806645544,24000.0,2014-10-28,3500.0
606,2014-08-30,가을,해남군,전남,해남군,1648,1698000,0.99,-0.57,-0.44,1628.94,1028.1660599967504,24000.0,2014-10-29,3000.0
607,2014-08-31,가을,해남군,전남,해남군,1648,1698000,0.87,-0.56,-0.51,1628.11,1027.4115145422047,24000.0,2014-10-30,3000.0
608,2014-09-01,가을,해남군,전남,해남군,1648,1698000,0.84,-0.67,-0.55,1627.04,1026.4387872694776,24000.0,2014-10-31,3000.0
609,2014-09-02,가을,해남군,전남,해남군,1648,1698000,-0.2,-0.73,-0.64,1625.74,1025.2569690876594,24000.0,2014-11-01,3000.0
610,2014-09-03,가을,해남군,전남,해남군,1648,1698000,-0.44,-0.73,-0.56,1624.65,1024.2660599967503,24000.0,2014-11-02,3000.0
611,2014-09-04,가을,해남군,전남,해남군,1648,1698000,-0.66,-0.69,-0.52,1623.47,1023.193332724023,24000.0,2014-11-03,3500.0
612,2014-09-05,가을,해남군,전남,해남군,1648,1698000,-0.67,-0.72,-0.59,1623.27,1023.0115145422048,24000.0,2014-11-04,3500.0
613,2014-09-06,가을,해남군,전남,해남군,1648,1698000,-0.75,-0.73,-0.66,1621.45,1021.3569690876594,24000.0,2014-11-05,3500.0
614,2014-09-07,가을,해남군,전남,해남군,1648,1698000,-0.7,-0.7,-0.67,1620.49,1020.484241814932,24000.0,2014-11-06,3500.0
615,2014-09-08,가을,해남군,전남,해남군,1648,1698000,-0.67,-0.67,-0.68,1619.95,1019.993332724023,24000.0,2014-11-07,3500.0
616,2014-09-09,가을,해남군,전남,해남군,1648,1698000,-0.66,-0.67,-0.71,1619.69,1019.7569690876594,24000.0,2014-11-08,3500.0
617,2014-09-10,가을,해남군,전남,해남군,1648,1698000,-0.59,-0.71,-0.77,1619.19,1019.302423633114,24000.0,2014-11-09,3500.0
618,2014-09-11,가을,해남군,전남,해남군,1648,1698000,-0.55,-0.73,-0.78,1618.55,1018.7206054512956,24000.0,2014-11-10,3500.0
619,2014-09-12,가을,해남군,전남,해남군,1648,1698000,-0.53,-0.73,-0.8,1617.87,1018.102423633114,24000.0,2014-11-11,3500.0
620,2014-09-13,가을,해남군,전남,해남군,1648,1698000,-0.45,-0.72,-0.8,1616.74,1017.0751509058412,24000.0,2014-11-12,3500.0
621,2014-09-14,가을,해남군,전남,해남군,1648,1698000,-0.46,-0.72,-0.84,1616.56,1016.9115145422048,24000.0,2014-11-13,3500.0
622,2014-09-15,가을,해남군,전남,해남군,1648,1698000,-0.48,-0.74,-0.86,1615.9,1016.3115145422048,24000.0,2014-11-14,4000.0
623,2014-09-16,가을,해남군,전남,해남군,1648,1698000,-0.48,-0.79,-0.89,1615.49,1015.9387872694776,24000.0,2014-11-15,4000.0
624,2014-09-17,가을,해남군,전남,해남군,1648,1698000,-0.46,-0.75,-0.88,1613.91,1014.502423633114,24000.0,2014-11-16,4000.0
625,2014-09-18,가을,해남군,전남,해남군,1648,1698000,-0.67,-0.75,-0.91,1612.98,1013.6569690876594,24000.0,2014-11-17,4000.0
626,2014-09-19,가을,해남군,전남,해남군,1648,1698000,-0.67,-0.71,-0.9,1612.45,1013.1751509058412,24000.0,2014-11-18,4000.0
627,2014-09-20,가을,해남군,전남,해남군,1648,1698000,-0.65,-0.71,-0.9,1611.28,1012.1115145422048,24000.0,2014-11-19,4000.0
628,2014-09-21,가을,해남군,전남,해남군,1648,1698000,-0.56,-0.7,-0.92,1610.75,1011.6296963603866,24000.0,2014-11-20,4000.0
629,2014-09-22,가을,해남군,전남,해남군,1648,1698000,-0.52,-0.7,-0.93,1610.08,1011.0206054512956,24000.0,2014-11-21,4000.0
630,2014-09-23,가을,해남군,전남,해남군,1648,1698000,-0.49,-0.65,-0.94,1609.67,1010.6478781785684,24000.0,2014-11-22,4000.0
631,2014-09-24,가을,해남군,전남,해남군,1648,1698000,-0.36,-0.49,-0.74,1608.82,1009.8751509058412,24000.0,2014-11-23,4000.0
632,2014-09-25,가을,해남군,전남,해남군,1648,1698000,-0.24,-0.23,-0.36,1607.98,1009.1115145422048,24000.0,2014-11-24,4000.0
633,2014-09-26,가을,해남군,전남,해남군,1648,1698000,-0.16,-0.17,-0.44,1606.69,1007.9387872694776,24000.0,2014-11-25,4000.0
634,2014-09-27,가을,해남군,전남,해남군,1648,1698000,-0.13,-0.15,-0.47,1605.65,1006.993332724023,24000.0,2014-11-26,4000.0
635,2014-09-28,가을,해남군,전남,해남군,1648,1698000,-0.16,-0.15,-0.54,1604.91,1006.3206054512958,24000.0,2014-11-27,3500.0
636,2014-09-29,가을,해남군,전남,해남군,1648,1698000,-0.22,-0.12,-0.56,1604.5,1005.9478781785684,24000.0,2014-11-28,3500.0
637,2014-09-30,가을,해남군,전남,해남군,1648,1698000,-0.08,-0.07,-0.56,1604.29,1005.7569690876592,24000.0,2014-11-29,3500.0
638,2014-10-01,가을,해남군,전남,해남군,1648,1698000,-0.07,-0.13,-0.59,1601.8,1003.4933327240228,24000.0,2014-11-30,3500.0
639,2014-10-02,가을,해남군,전남,해남군,1648,1698000,-0.12,-0.13,-0.63,1599.7,1001.584241814932,0.0,2014-12-01,3500.0
640,2014-10-03,가을,해남군,전남,해남군,1648,1698000,-0.08,-0.11,-0.67,1599.19,1001.1206054512958,0.0,2014-12-02,3500.0
641,2014-10-04,가을,해남군,전남,해남군,1648,1698000,-0.14,-0.11,-0.68,1598.38,1000.3842418149322,0.0,2014-12-03,3500.0
642,2014-10-05,가을,해남군,전남,해남군,1648,1698000,-0.15,-0.18,-0.7,1597.45,999.5387872694776,0.0,2014-12-04,3500.0
643,2014-10-06,가을,해남군,전남,해남군,1648,1698000,-0.1,-0.16,-0.7,1596.6,998.7660599967502,0.0,2014-12-05,3500.0
644,2014-10-07,가을,해남군,전남,해남군,1648,1698000,-0.1,-0.15,-0.71,1595.92,998.1478781785684,0.0,2014-12-06,3500.0
645,2014-10-08,가을,해남군,전남,해남군,1648,1698000,-0.09,-0.14,-0.72,1595.4,997.6751509058412,0.0,2014-12-07,3500.0
646,2014-10-09,가을,해남군,전남,해남군,1648,1698000,-0.04,-0.12,-0.72,1593.93,996.3387872694776,0.0,2014-12-08,3500.0
647,2014-10-10,가을,해남군,전남,해남군,1648,1698000,0.06,-0.02,-0.74,1593.72,996.1478781785684,0.0,2014-12-09,3500.0
648,2014-10-11,가을,해남군,전남,해남군,1648,1698000,0.06,0.01,-0.73,1592.66,995.1842418149322,0.0,2014-12-10,3500.0
649,2014-10-12,가을,해남군,전남,해남군,1648,1698000,0.07,-0.05,-0.79,1591.98,994.5660599967504,0.0,2014-12-11,3500.0
650,2014-10-13,가을,해남군,전남,해남군,1648,1698000,0.14,0.0,-0.78,1591.63,994.2478781785684,0.0,2014-12-12,3000.0
651,2014-10-14,가을,해남군,전남,해남군,1648,1698000,0.21,0.07,-0.74,1589.9,992.6751509058412,0.0,2014-12-13,3000.0
652,2014-10-15,가을,해남군,전남,해남군,1648,1698000,0.29,0.1,-0.74,1588.77,991.6478781785684,0.0,2014-12-14,3000.0
653,2014-10-16,가을,해남군,전남,해남군,1648,1698000,0.43,0.1,-0.76,1587.29,990.302423633114,0.0,2014-12-15,3000.0
654,2014-10-17,가을,해남군,전남,해남군,1648,1698000,0.54,0.11,-0.76,1585.99,989.1206054512955,0.0,2014-12-16,3000.0
655,2014-10-18,가을,해남군,전남,해남군,1648,1698000,0.59,0.09,-0.76,1584.65,987.902423633114,0.0,2014-12-17,3000.0
656,2014-10-19,가을,해남군,전남,해남군,1648,1698000,0.63,0.1,-0.77,1584.28,987.5660599967504,0.0,2014-12-18,3000.0
657,2014-10-20,가을,해남군,전남,해남군,1648,1698000,0.65,0.13,-0.78,1583.41,986.7751509058412,0.0,2014-12-19,3000.0
658,2014-10-21,가을,해남군,전남,해남군,1648,1698000,0.72,0.14,-0.76,1582.36,985.8206054512956,0.0,2014-12-20,3000.0
659,2014-10-22,가을,해남군,전남,해남군,1648,1698000,0.89,0.25,-0.58,1580.75,984.3569690876592,0.0,2014-12-21,3000.0
660,2014-10-23,가을,해남군,전남,해남군,1648,1698000,1.18,0.4,-0.26,1578.08,981.9296963603864,0.0,2014-12-22,3000.0
661,2014-10-24,가을,해남군,전남,해남군,1648,1698000,1.03,0.42,-0.33,1576.26,980.2751509058412,0.0,2014-12-23,3000.0
