,날짜,지역,품명,가격
272,2013-03-21,대구,겨울,12000.0
273,2013-03-21,광주,겨울,12000.0
274,2013-03-21,대전,겨울,12000.0
275,2013-03-22,서울,겨울,13000.0
276,2013-03-22,부산,겨울,12000.0
277,2013-03-22,대구,겨울,12000.0
278,2013-03-22,광주,겨울,12000.0
279,2013-03-22,대전,겨울,13000.0
280,2013-03-25,서울,겨울,13000.0
281,2013-03-25,부산,겨울,12000.0
282,2013-03-25,대구,겨울,12000.0
283,2013-03-25,광주,겨울,12000.0
284,2013-03-25,대전,겨울,12000.0
285,2013-03-26,서울,겨울,13000.0
286,2013-03-26,부산,겨울,12000.0
287,2013-03-26,대구,겨울,12000.0
288,2013-03-26,광주,겨울,12000.0
289,2013-03-26,대전,겨울,12000.0
290,2013-03-27,서울,겨울,12000.0
291,2013-03-27,부산,겨울,12000.0
292,2013-03-27,대구,겨울,12000.0
293,2013-03-27,광주,겨울,12000.0
294,2013-03-27,대전,겨울,12000.0
295,2013-03-28,서울,겨울,12000.0
296,2013-03-28,부산,겨울,12000.0
297,2013-03-28,대구,겨울,12000.0
298,2013-03-28,광주,겨울,12000.0
299,2013-03-28,대전,겨울,12000.0
300,2013-03-29,서울,겨울,12000.0
301,2013-03-29,부산,겨울,12000.0
302,2013-03-29,대구,겨울,12000.0
303,2013-03-29,광주,겨울,12000.0
304,2013-03-29,대전,겨울,12000.0
305,2013-04-01,서울,겨울,12000.0
306,2013-04-01,부산,겨울,12000.0
307,2013-04-01,대구,겨울,12000.0
308,2013-04-01,광주,겨울,12000.0
309,2013-04-01,대전,겨울,11000.0
310,2013-04-02,서울,겨울,13000.0
311,2013-04-02,부산,겨울,12000.0
312,2013-04-02,대구,겨울,12000.0
313,2013-04-02,광주,겨울,12000.0
314,2013-04-02,대전,겨울,13000.0
315,2013-04-03,서울,겨울,12000.0
316,2013-04-03,부산,겨울,12000.0
317,2013-04-03,대구,겨울,12000.0
318,2013-04-03,광주,겨울,12000.0
319,2013-04-03,대전,겨울,12000.0
320,2013-04-04,서울,겨울,12000.0
321,2013-04-04,부산,겨울,12000.0
322,2013-04-04,대구,겨울,12000.0
323,2013-04-04,광주,겨울,12000.0
324,2013-04-04,대전,겨울,12000.0
325,2013-04-05,서울,겨울,12000.0
326,2013-04-05,부산,겨울,12000.0
327,2013-04-05,대구,겨울,12000.0
328,2013-04-05,광주,겨울,12000.0
329,2013-04-05,대전,겨울,12000.0
330,2013-04-08,서울,겨울,12000.0
331,2013-04-08,부산,겨울,12000.0
332,2013-04-08,대구,겨울,12000.0
333,2013-04-08,광주,겨울,12000.0
334,2013-04-08,대전,겨울,12000.0
335,2013-04-09,서울,겨울,12000.0
336,2013-04-09,부산,겨울,12000.0
337,2013-04-09,대구,겨울,12000.0
338,2013-04-09,광주,겨울,12000.0
339,2013-04-09,대전,겨울,12000.0
340,2013-04-10,서울,겨울,12000.0
341,2013-04-10,부산,겨울,12000.0
342,2013-04-10,대구,겨울,12000.0
343,2013-04-10,광주,겨울,12000.0
344,2013-04-10,대전,겨울,12000.0
345,2013-04-11,서울,겨울,12000.0
346,2013-04-11,부산,겨울,12000.0
347,2013-04-11,대구,겨울,12000.0
348,2013-04-11,광주,겨울,12000.0
349,2013-04-11,대전,겨울,12000.0
350,2013-04-12,서울,겨울,12000.0
351,2013-04-12,부산,겨울,12000.0
352,2013-04-12,대구,겨울,12000.0
353,2013-04-12,광주,겨울,12000.0
354,2013-04-12,대전,겨울,12000.0
355,2013-04-15,서울,겨울,12000.0
356,2013-04-15,부산,겨울,11000.0
357,2013-04-15,대구,겨울,12000.0
358,2013-04-15,광주,겨울,11000.0
359,2013-04-15,대전,겨울,11000.0
360,2013-04-16,서울,겨울,12000.0
361,2013-04-16,부산,겨울,11000.0
362,2013-04-16,대구,겨울,12000.0
363,2013-04-16,광주,겨울,11000.0
364,2013-04-16,대전,겨울,11000.0
365,2013-04-17,서울,겨울,12000.0
366,2013-04-17,부산,겨울,11000.0
367,2013-04-17,대구,겨울,12000.0
368,2013-04-17,광주,겨울,11000.0
369,2013-04-17,대전,겨울,11000.0
370,2013-04-18,서울,겨울,12000.0
371,2013-04-18,부산,겨울,11000.0
372,2013-04-18,대구,겨울,11000.0
373,2013-04-18,광주,겨울,11000.0
374,2013-04-18,대전,겨울,11000.0
375,2013-04-19,서울,겨울,12000.0
376,2013-04-19,부산,겨울,11000.0
377,2013-04-19,대구,겨울,11000.0
378,2013-04-19,광주,겨울,11000.0
379,2013-04-19,대전,겨울,11000.0
380,2013-04-22,서울,겨울,12000.0
381,2013-04-22,부산,겨울,11000.0
382,2013-04-22,대구,겨울,11000.0
383,2013-04-22,광주,겨울,11000.0
384,2013-04-22,대전,겨울,11000.0
385,2013-04-23,서울,겨울,13000.0
386,2013-04-23,부산,겨울,11000.0
387,2013-04-23,대구,겨울,11000.0
388,2013-04-23,광주,겨울,11000.0
389,2013-04-23,대전,겨울,11000.0
390,2013-04-24,서울,겨울,13000.0
391,2013-04-24,부산,겨울,11000.0
392,2013-04-24,대구,겨울,11000.0
393,2013-04-24,광주,겨울,12000.0
394,2013-04-24,대전,겨울,11000.0
395,2013-04-25,서울,겨울,14000.0
396,2013-04-25,부산,겨울,11000.0
397,2013-04-25,대구,겨울,11000.0
398,2013-04-25,광주,겨울,12000.0
399,2013-04-25,대전,겨울,11000.0
400,2013-04-26,서울,겨울,14000.0
401,2013-04-26,부산,겨울,11000.0
402,2013-04-26,대구,겨울,11000.0
403,2013-04-26,광주,겨울,12000.0
404,2013-04-26,대전,겨울,11000.0
405,2013-04-29,서울,겨울,14000.0
406,2013-04-29,부산,겨울,11000.0
407,2013-04-29,대구,겨울,11000.0
408,2013-04-29,광주,겨울,12000.0
409,2013-04-29,대전,겨울,11000.0
410,2013-04-30,서울,겨울,14000.0
411,2013-04-30,부산,겨울,11000.0
412,2013-04-30,대구,겨울,11000.0
413,2013-04-30,광주,겨울,12000.0
414,2013-04-30,대전,겨울,11000.0
415,2014-01-06,서울,겨울,5000.0
416,2014-01-06,부산,겨울,4500.0
417,2014-01-06,대구,겨울,4500.0
418,2014-01-06,광주,겨울,5000.0
419,2014-01-06,대전,겨울,5000.0
420,2014-01-07,서울,겨울,5000.0
421,2014-01-07,부산,겨울,4500.0
422,2014-01-07,대구,겨울,4500.0
423,2014-01-07,광주,겨울,5000.0
424,2014-01-07,대전,겨울,5000.0
425,2014-01-08,서울,겨울,5000.0
426,2014-01-08,부산,겨울,4500.0
427,2014-01-08,대구,겨울,4500.0
428,2014-01-08,광주,겨울,5000.0
429,2014-01-08,대전,겨울,5000.0
430,2014-01-09,서울,겨울,5000.0
431,2014-01-09,부산,겨울,4500.0
432,2014-01-09,대구,겨울,4500.0
433,2014-01-09,광주,겨울,5000.0
434,2014-01-09,대전,겨울,5000.0
435,2014-01-10,서울,겨울,5000.0
436,2014-01-10,부산,겨울,4500.0
437,2014-01-10,대구,겨울,4500.0
438,2014-01-10,광주,겨울,5000.0
439,2014-01-10,대전,겨울,5000.0
440,2014-01-13,서울,겨울,5000.0
441,2014-01-13,부산,겨울,4500.0
442,2014-01-13,대구,겨울,4500.0
443,2014-01-13,광주,겨울,5000.0
444,2014-01-13,대전,겨울,5000.0
445,2014-01-14,서울,겨울,5000.0
446,2014-01-14,부산,겨울,4500.0
447,2014-01-14,대구,겨울,4500.0
448,2014-01-14,광주,겨울,5000.0
449,2014-01-14,대전,겨울,5000.0
450,2014-01-15,서울,겨울,5000.0
451,2014-01-15,부산,겨울,4500.0
452,2014-01-15,대구,겨울,4500.0
453,2014-01-15,광주,겨울,5000.0
454,2014-01-15,대전,겨울,5000.0
455,2014-01-16,서울,겨울,5000.0
456,2014-01-16,부산,겨울,4500.0
457,2014-01-16,대구,겨울,4500.0
458,2014-01-16,광주,겨울,5000.0
459,2014-01-16,대전,겨울,5000.0
460,2014-01-17,서울,겨울,5000.0
461,2014-01-17,부산,겨울,4500.0
462,2014-01-17,대구,겨울,4500.0
463,2014-01-17,광주,겨울,4500.0
464,2014-01-17,대전,겨울,5000.0
465,2014-01-20,서울,겨울,5000.0
466,2014-01-20,부산,겨울,4500.0
467,2014-01-20,대구,겨울,4500.0
468,2014-01-20,광주,겨울,4500.0
469,2014-01-20,대전,겨울,5000.0
470,2014-01-21,서울,겨울,4500.0
471,2014-01-21,부산,겨울,4500.0
472,2014-01-21,대구,겨울,4500.0
473,2014-01-21,광주,겨울,4500.0
474,2014-01-21,대전,겨울,5000.0
475,2014-01-22,서울,겨울,4500.0
476,2014-01-22,부산,겨울,4500.0
477,2014-01-22,대구,겨울,4500.0
478,2014-01-22,광주,겨울,4500.0
479,2014-01-22,대전,겨울,5000.0
480,2014-01-23,서울,겨울,4500.0
481,2014-01-23,부산,겨울,4500.0
482,2014-01-23,대구,겨울,4500.0
483,2014-01-23,광주,겨울,4500.0
484,2014-01-23,대전,겨울,4500.0
485,2014-01-24,서울,겨울,4500.0
486,2014-01-24,부산,겨울,4500.0
487,2014-01-24,대구,겨울,4500.0
488,2014-01-24,광주,겨울,4500.0
489,2014-01-24,대전,겨울,4500.0
490,2014-01-27,서울,겨울,4500.0
491,2014-01-27,부산,겨울,4500.0
492,2014-01-27,대구,겨울,4500.0
493,2014-01-27,광주,겨울,4500.0
494,2014-01-27,대전,겨울,4500.0
495,2014-01-28,서울,겨울,4500.0
496,2014-01-28,부산,겨울,4500.0
497,2014-01-28,대구,겨울,4500.0
498,2014-01-28,광주,겨울,4500.0
499,2014-01-28,대전,겨울,4500.0
500,2014-01-29,서울,겨울,4500.0
501,2014-01-29,부산,겨울,4500.0
502,2014-01-29,대구,겨울,4000.0
503,2014-01-29,광주,겨울,4000.0
504,2014-01-29,대전,겨울,4500.0
505,2014-02-03,서울,겨울,4500.0
506,2014-02-03,부산,겨울,4500.0
507,2014-02-03,대구,겨울,4000.0
508,2014-02-03,광주,겨울,4000.0
509,2014-02-03,대전,겨울,4500.0
510,2014-02-04,서울,겨울,5000.0
511,2014-02-04,부산,겨울,4500.0
512,2014-02-04,대구,겨울,4000.0
513,2014-02-04,광주,겨울,4000.0
514,2014-02-04,대전,겨울,4500.0
515,2014-02-05,서울,겨울,4500.0
516,2014-02-05,부산,겨울,4500.0
517,2014-02-05,대구,겨울,4000.0
518,2014-02-05,광주,겨울,4000.0
519,2014-02-05,대전,겨울,4500.0
520,2014-02-06,서울,겨울,4500.0
521,2014-02-06,부산,겨울,4500.0
522,2014-02-06,대구,겨울,4000.0
523,2014-02-06,광주,겨울,4000.0
524,2014-02-06,대전,겨울,4500.0
525,2014-02-07,서울,겨울,4500.0
526,2014-02-07,부산,겨울,4500.0
527,2014-02-07,대구,겨울,4000.0
528,2014-02-07,광주,겨울,4000.0
529,2014-02-07,대전,겨울,4500.0
530,2014-02-10,서울,겨울,4500.0
531,2014-02-10,부산,겨울,4500.0
532,2014-02-10,대구,겨울,4000.0
533,2014-02-10,광주,겨울,4000.0
534,2014-02-10,대전,겨울,4500.0
535,2014-02-11,서울,겨울,4500.0
536,2014-02-11,부산,겨울,4500.0
537,2014-02-11,대구,겨울,4000.0
538,2014-02-11,광주,겨울,3500.0
539,2014-02-11,대전,겨울,4500.0
540,2014-02-12,서울,겨울,4000.0
541,2014-02-12,부산,겨울,4500.0
542,2014-02-12,대구,겨울,4000.0
543,2014-02-12,광주,겨울,3500.0
544,2014-02-12,대전,겨울,4500.0
545,2014-02-13,서울,겨울,4000.0
546,2014-02-13,부산,겨울,4500.0
547,2014-02-13,대구,겨울,4000.0
548,2014-02-13,광주,겨울,3500.0
549,2014-02-13,대전,겨울,4500.0
550,2014-02-14,서울,겨울,4000.0
551,2014-02-14,부산,겨울,4500.0
552,2014-02-14,대구,겨울,4000.0
553,2014-02-14,광주,겨울,3500.0
554,2014-02-14,대전,겨울,4500.0
555,2014-02-17,서울,겨울,4000.0
556,2014-02-17,부산,겨울,4500.0
557,2014-02-17,대구,겨울,4000.0
558,2014-02-17,광주,겨울,3500.0
559,2014-02-17,대전,겨울,4500.0
560,2014-02-18,서울,겨울,4000.0
561,2014-02-18,부산,겨울,4500.0
562,2014-02-18,대구,겨울,4000.0
563,2014-02-18,광주,겨울,3500.0
564,2014-02-18,대전,겨울,4500.0
565,2014-02-19,서울,겨울,4000.0
566,2014-02-19,부산,겨울,4000.0
567,2014-02-19,대구,겨울,4000.0
568,2014-02-19,광주,겨울,3500.0
569,2014-02-19,대전,겨울,4500.0
570,2014-02-20,서울,겨울,4000.0
571,2014-02-20,부산,겨울,4000.0
572,2014-02-20,대구,겨울,4000.0
573,2014-02-20,광주,겨울,3500.0
574,2014-02-20,대전,겨울,4500.0
575,2014-02-21,서울,겨울,4000.0
576,2014-02-21,부산,겨울,4000.0
577,2014-02-21,대구,겨울,4000.0
578,2014-02-21,광주,겨울,3500.0
579,2014-02-21,대전,겨울,4500.0
580,2014-02-24,서울,겨울,3800.0
581,2014-02-24,부산,겨울,4000.0
582,2014-02-24,대구,겨울,4000.0
583,2014-02-24,광주,겨울,3500.0
584,2014-02-24,대전,겨울,4500.0
585,2014-02-25,서울,겨울,3800.0
586,2014-02-25,부산,겨울,4000.0
587,2014-02-25,대구,겨울,4000.0
588,2014-02-25,광주,겨울,3500.0
589,2014-02-25,대전,겨울,4500.0
590,2014-02-26,서울,겨울,3600.0
591,2014-02-26,부산,겨울,4000.0
592,2014-02-26,대구,겨울,4000.0
593,2014-02-26,광주,겨울,3500.0
594,2014-02-26,대전,겨울,3500.0
595,2014-02-27,서울,겨울,3600.0
596,2014-02-27,부산,겨울,3500.0
597,2014-02-27,대구,겨울,4000.0
